date;category;sales
2023-10-29;MA051;19844
2023-10-29;MA052;31087
2023-10-29;MA053;17436
2023-10-29;MA054;20375
2023-10-29;MA055;10959
2023-10-29;MA056;34981
2023-10-29;MA057;28222
2023-10-29;MA058;1133
2023-10-29;MA059;14801
2023-10-29;MA061;24607
2023-10-29;MA062;23403
2023-10-29;MA063;11689
2023-10-29;MA064;4259
2023-10-29;MA065;28672
2023-10-29;MA066;24046
2023-10-29;MA067;743
2023-10-29;MA068;44677
2023-10-29;MA069;24127
2023-10-29;MA070;37643
2023-10-29;MA071;1369
2023-10-29;MA072;2961
2023-10-29;MA073;46828
2023-10-29;MA076;48948
2023-10-29;MA077;40950
2023-10-29;MA078;34093
2023-10-30;MA002;28613
2023-10-30;MA004;26001
2023-10-30;MA005;19145
2023-10-30;MA007;17756
2023-10-30;MA009;36280
2023-10-30;MA010;7730
2023-10-30;MA011;15118
2023-10-30;MA014;38877
2023-10-30;MA015;27025
2023-10-30;MA017;36946
2023-10-30;MA019;13008
2023-10-30;MA020;26108
2023-10-30;MA021;45650
2023-10-30;MA022;31917
2023-10-30;MA025;32039
2023-10-30;MA026;1190
2023-10-30;MA029;36890
2023-10-30;MA030;35311
2023-10-30;MA031;46962
2023-10-30;MA032;17003
2023-10-30;MA033;26096
2023-10-30;MA037;20807
2023-10-30;MA039;17018
2023-10-30;MA040;28744
2023-10-30;MA041;16434
2023-10-30;MA042;35073
2023-10-30;MA043;40677
2023-10-30;MA044;41851
2023-10-30;MA045;4078
2023-10-30;MA046;28175
2023-10-30;MA047;19580
2023-10-30;MA048;24365
2023-10-30;MA049;19419
2023-10-30;MA050;37628
2023-10-30;MA051;1571
2023-10-30;MA052;45603
2023-10-30;MA053;1681
2023-10-30;MA054;23768
2023-10-30;MA055;39555
2023-10-30;MA056;42928
2023-10-30;MA057;21740
2023-10-30;MA058;18048
2023-10-30;MA059;18638
2023-10-30;MA061;32077
2023-10-30;MA062;34665
2023-10-30;MA063;9556
2023-10-30;MA064;10551
2023-10-30;MA065;16556
2023-10-30;MA066;31361
2023-10-30;MA067;40012
2023-10-30;MA068;1085
2023-10-30;MA069;35293
2023-10-30;MA070;25374
2023-10-30;MA071;7179
2023-10-30;MA072;25178
2023-10-30;MA073;4111
2023-10-30;MA076;18991
2023-10-30;MA077;45818
2023-10-30;MA078;1335
2023-10-31;MA002;36674
2023-10-31;MA004;8578
2023-10-31;MA005;31926
2023-10-31;MA007;7055
2023-10-31;MA009;4749
2023-10-31;MA010;39318
2023-10-31;MA011;31392
2023-10-31;MA014;27583
2023-10-31;MA015;8877
2023-10-31;MA017;27369
2023-10-31;MA019;26250
2023-10-31;MA020;46537
2023-10-31;MA021;21602
2023-10-31;MA022;11725
2023-10-31;MA025;35334
2023-10-31;MA026;30988
2023-10-31;MA029;11520
2023-10-31;MA030;14688
2023-10-31;MA031;37532
2023-10-31;MA032;26707
2023-10-31;MA033;992
2023-10-31;MA037;16525
2023-10-31;MA039;33096
2023-10-31;MA040;27165
2023-10-31;MA041;22481
2023-10-31;MA042;2330
2023-10-31;MA043;20174
2023-10-31;MA044;22914
2023-10-31;MA045;39972
2023-10-31;MA046;1409
2023-10-31;MA047;13950
2023-10-31;MA048;21842
2023-10-31;MA049;15430
2023-10-31;MA050;4279
2023-10-31;MA051;48475
2023-10-31;MA052;11344
2023-10-31;MA053;6972
2023-10-31;MA054;29726
2023-10-31;MA055;41676
2023-10-31;MA056;36203
2023-10-31;MA057;41059
2023-10-31;MA058;33719
2023-10-31;MA059;46418
2023-10-31;MA061;25921
2023-10-31;MA062;11987
2023-10-31;MA063;41401
2023-10-31;MA064;46342
2023-10-31;MA065;38405
2023-10-31;MA066;4252
2023-10-31;MA067;22780
2023-10-31;MA068;17582
2023-10-31;MA069;2421
2023-10-31;MA070;29168
2023-10-31;MA071;25354
2023-10-31;MA072;16769
2023-10-31;MA073;44482
2023-10-31;MA076;9225
2023-10-31;MA077;49192
2023-10-31;MA078;19666
2023-11-01;MA002;1986
2023-11-01;MA004;36011
2023-11-01;MA005;31323
2023-11-01;MA007;45095
2023-11-01;MA009;21389
2023-11-01;MA010;40144
2023-11-01;MA011;35108
2023-11-01;MA014;48059
2023-11-01;MA015;31605
2023-11-01;MA017;45186
2023-11-01;MA019;38936
2023-11-01;MA020;30162
2023-11-01;MA021;14452
2023-11-01;MA022;37715
2023-11-01;MA025;2792
2023-11-01;MA026;42500
2023-11-01;MA029;30560
2023-11-01;MA030;45306
2023-11-01;MA031;1036
2023-11-01;MA032;10596
2023-11-01;MA033;28297
2023-11-01;MA037;43293
2023-11-01;MA039;45925
2023-11-01;MA040;40970
2023-11-01;MA041;48021
2023-11-01;MA042;15817
2023-11-01;MA043;301
2023-11-01;MA044;42400
2023-11-01;MA045;28673
2023-11-01;MA046;43650
2023-11-01;MA047;46579
2023-11-01;MA048;24848
2023-11-01;MA049;33249
2023-11-01;MA050;48300
2023-11-01;MA051;1692
2023-11-01;MA052;2721
2023-11-01;MA053;20930
2023-11-01;MA054;43810
2023-11-01;MA055;15970
2023-11-01;MA056;38300
2023-11-01;MA057;41925
2023-11-01;MA058;45113
2023-11-01;MA059;29981
2023-11-01;MA061;5629
2023-11-01;MA062;26769
2023-11-01;MA063;15665
2023-11-01;MA064;36436
2023-11-01;MA065;15519
2023-11-01;MA066;20390
2023-11-01;MA067;6413
2023-11-01;MA068;46242
2023-11-01;MA069;18648
2023-11-01;MA070;30501
2023-11-01;MA071;2490
2023-11-01;MA072;135
2023-11-01;MA073;22062
2023-11-01;MA076;42520
2023-11-01;MA077;35380
2023-11-01;MA078;45324
2023-11-02;MA002;25980
2023-11-02;MA004;39960
2023-11-02;MA005;37190
2023-11-02;MA007;32139
2023-11-02;MA009;39045
2023-11-02;MA010;42967
2023-11-02;MA011;38776
2023-11-02;MA014;34098
2023-11-02;MA015;12574
2023-11-02;MA017;44353
2023-11-02;MA019;4422
2023-11-02;MA020;19287
2023-11-02;MA021;937
2023-11-02;MA022;9449
2023-11-02;MA025;42185
2023-11-02;MA026;6239
2023-11-02;MA029;40501
2023-11-02;MA030;12091
2023-11-02;MA031;39173
2023-11-02;MA032;14940
2023-11-02;MA033;25267
2023-11-02;MA037;24502
2023-11-02;MA039;46151
2023-11-02;MA040;21791
2023-11-02;MA041;41757
2023-11-02;MA042;5305
2023-11-02;MA043;34084
2023-11-02;MA044;30460
2023-11-02;MA045;5439
2023-11-02;MA046;15545
2023-11-02;MA047;41791
2023-11-02;MA048;36348
2023-11-02;MA049;45568
2023-11-02;MA050;9010
2023-11-02;MA051;22887
2023-11-02;MA052;2995
2023-11-02;MA053;42632
2023-11-02;MA054;10819
2023-11-02;MA055;20727
2023-11-02;MA056;6201
2023-11-02;MA057;45429
2023-11-02;MA058;16687
2023-11-02;MA059;30172
2023-11-02;MA061;3849
2023-11-02;MA062;31727
2023-11-02;MA063;45443
2023-11-02;MA064;46883
2023-11-02;MA065;25486
2023-11-02;MA066;36969
2023-11-02;MA067;45318
2023-11-02;MA068;6600
2023-11-02;MA069;8776
2023-11-02;MA070;11698
2023-11-02;MA071;30228
2023-11-02;MA072;17294
2023-11-02;MA073;34743
2023-11-02;MA076;16311
2023-11-02;MA077;37099
2023-11-02;MA078;1391
2023-11-03;MA002;3448
2023-11-03;MA004;29153
2023-11-03;MA005;24682
2023-11-03;MA007;18354
2023-11-03;MA009;24122
2023-11-03;MA010;26966
2023-11-03;MA011;37060
2023-11-03;MA014;34026
2023-11-03;MA015;19361
2023-11-03;MA017;28328
2023-11-03;MA019;21810
2023-11-03;MA020;38239
2023-11-03;MA021;31872
2023-11-03;MA022;22990
2023-11-03;MA025;42142
2023-11-03;MA026;31630
2023-11-03;MA029;18007
2023-11-03;MA030;9830
2023-11-03;MA031;26606
2023-11-03;MA032;18949
2023-11-03;MA033;12537
2023-11-03;MA037;32054
2023-11-03;MA039;414
2023-11-03;MA040;45758
2023-11-03;MA041;27120
2023-11-03;MA042;9641
2023-11-03;MA043;35766
2023-11-03;MA044;27343
2023-11-03;MA045;44505
2023-11-03;MA046;49987
2023-11-03;MA047;1974
2023-11-03;MA048;48476
2023-11-03;MA049;46550
2023-11-03;MA050;20221
2023-11-03;MA051;1868
2023-11-03;MA052;43608
2023-11-03;MA053;21923
2023-11-03;MA054;40361
2023-11-03;MA055;10259
2023-11-03;MA056;24716
2023-11-03;MA057;46543
2023-11-03;MA058;49030
2023-11-03;MA059;47573
2023-11-03;MA061;532
2023-11-03;MA062;35964
2023-11-03;MA063;15321
2023-11-03;MA064;44724
2023-11-03;MA065;45671
2023-11-03;MA066;21864
2023-11-03;MA067;28094
2023-11-03;MA068;20601
2023-11-03;MA069;27441
2023-11-03;MA070;15221
2023-11-03;MA071;15087
2023-11-03;MA072;23999
2023-11-03;MA073;20496
2023-11-03;MA076;36028
2023-11-03;MA077;20136
2023-11-03;MA078;49505
2023-11-04;MA002;32947
2023-11-04;MA004;20801
2023-11-04;MA005;25642
2023-11-04;MA007;49340
2023-11-04;MA009;7502
2023-11-04;MA010;16623
2023-11-04;MA011;27160
2023-11-04;MA014;36732
2023-11-04;MA015;33045
2023-11-04;MA017;19287
2023-11-04;MA019;18589
2023-11-04;MA020;19144
2023-11-04;MA021;6460
2023-11-04;MA022;40016
2023-11-04;MA025;36282
2023-11-04;MA026;29514
2023-11-04;MA029;37258
2023-11-04;MA030;38956
2023-11-04;MA031;22439
2023-11-04;MA032;1562
2023-11-04;MA033;20910
2023-11-04;MA037;5610
2023-11-04;MA039;21552
2023-11-04;MA040;13947
2023-11-04;MA041;10941
2023-11-04;MA042;9135
2023-11-04;MA043;27961
2023-11-04;MA044;42193
2023-11-04;MA045;47796
2023-11-04;MA046;32450
2023-11-04;MA047;22742
2023-11-04;MA048;3887
2023-11-04;MA049;36591
2023-11-04;MA050;13723
2023-11-04;MA051;43285
2023-11-04;MA052;16677
2023-11-04;MA053;23714
2023-11-04;MA054;7946
2023-11-04;MA055;37643
2023-11-04;MA056;47782
2023-11-04;MA057;42578
2023-11-04;MA058;43665
2023-11-04;MA059;46909
2023-11-04;MA061;32641
2023-11-04;MA062;41430
2023-11-04;MA063;19417
2023-11-04;MA064;23793
2023-11-04;MA065;48660
2023-11-04;MA066;21190
2023-11-04;MA067;15798
2023-11-04;MA068;22616
2023-11-04;MA069;40889
2023-11-04;MA070;42043
2023-11-04;MA071;34114
2023-11-04;MA072;7599
2023-11-04;MA073;37116
2023-11-04;MA076;10381
2023-11-04;MA077;3467
2023-11-04;MA078;10281
2023-11-05;MA002;48188
2023-11-05;MA004;39816
2023-11-05;MA005;8361
2023-11-05;MA007;1404
2023-11-05;MA009;12063
2023-11-05;MA010;27069
2023-11-05;MA011;18126
2023-11-05;MA014;33322
2023-11-05;MA015;107
2023-11-05;MA017;42770
2023-11-05;MA019;7752
2023-11-05;MA020;39295
2023-11-05;MA021;45563
2023-11-05;MA022;790
2023-11-05;MA025;11624
2023-11-05;MA026;39794
2023-11-05;MA029;21085
2023-11-05;MA030;22626
2023-11-05;MA031;14019
2023-11-05;MA032;8933
2023-11-05;MA033;9367
2023-11-05;MA037;49835
2023-11-05;MA039;2897
2023-11-05;MA040;30929
2023-11-05;MA041;5364
2023-11-05;MA042;22746
2023-11-05;MA043;11758
2023-11-05;MA044;17456
2023-11-05;MA045;11291
2023-11-05;MA046;29866
2023-11-05;MA047;3594
2023-11-05;MA048;20102
2023-11-05;MA049;41943
2023-11-05;MA050;32898
2023-11-05;MA051;46545
2023-11-05;MA052;42737
2023-11-05;MA053;37485
2023-11-05;MA054;9564
2023-11-05;MA055;17076
2023-11-05;MA056;18846
2023-11-05;MA057;45816
2023-11-05;MA058;37699
2023-11-05;MA059;34387
2023-11-05;MA061;3342
2023-11-05;MA062;19572
2023-11-05;MA063;27947
2023-11-05;MA064;32616
2023-11-05;MA065;45725
2023-11-05;MA066;34522
2023-11-05;MA067;34958
2023-11-05;MA068;11164
2023-11-05;MA069;13135
2023-11-05;MA070;34977
2023-11-05;MA071;34969
2023-11-05;MA072;44595
2023-11-05;MA073;29656
2023-11-05;MA076;39162
2023-11-05;MA077;17825
2023-11-05;MA078;33375
2023-11-06;MA002;45077
2023-11-06;MA004;42761
2023-11-06;MA005;11717
2023-11-06;MA007;17924
2023-11-06;MA009;19323
2023-11-06;MA010;32758
2023-11-06;MA011;19508
2023-11-06;MA014;29148
2023-11-06;MA015;6366
2023-11-06;MA017;32766
2023-11-06;MA019;32115
2023-11-06;MA020;46101
2023-11-06;MA021;47348
2023-11-06;MA022;28597
2023-11-06;MA025;10337
2023-11-06;MA026;31811
2023-11-06;MA029;39520
2023-11-06;MA030;637
2023-11-06;MA031;4001
2023-11-06;MA032;25316
2023-11-06;MA033;37569
2023-11-06;MA037;35171
2023-11-06;MA039;22997
2023-11-06;MA040;20698
2023-11-06;MA041;18049
2023-11-06;MA042;42970
2023-11-06;MA043;28053
2023-11-06;MA044;28935
2023-11-06;MA045;21856
2023-11-06;MA046;22765
2023-11-06;MA047;39798
2023-11-06;MA048;20423
2023-11-06;MA049;13405
2023-11-06;MA050;5136
2023-11-06;MA051;20188
2023-11-06;MA052;23603
2023-11-06;MA053;14725
2023-11-06;MA054;32560
2023-11-06;MA055;42882
2023-11-06;MA056;36447
2023-11-06;MA057;46082
2023-11-06;MA058;12296
2023-11-06;MA059;16101
2023-11-06;MA061;39194
2023-11-06;MA062;37909
2023-11-06;MA063;47243
2023-11-06;MA064;9673
2023-11-06;MA065;31027
2023-11-06;MA066;19614
2023-11-06;MA067;35786
2023-11-06;MA068;49421
2023-11-06;MA069;25881
2023-11-06;MA070;8907
2023-11-06;MA071;31848
2023-11-06;MA072;12163
2023-11-06;MA073;24045
2023-11-06;MA076;13227
2023-11-06;MA077;8942
2023-11-06;MA078;23369
2023-11-07;MA002;7278
2023-11-07;MA004;21180
2023-11-07;MA005;20062
2023-11-07;MA007;38227
2023-11-07;MA009;20310
2023-11-07;MA010;29910
2023-11-07;MA011;8214
2023-11-07;MA014;30946
2023-11-07;MA015;1349
2023-11-07;MA017;43883
2023-11-07;MA019;5965
2023-11-07;MA020;47529
2023-11-07;MA021;660
2023-11-07;MA022;34502
2023-11-07;MA025;15179
2023-11-07;MA026;18698
2023-11-07;MA029;12829
2023-11-07;MA030;42790
2023-11-07;MA031;49123
2023-11-07;MA032;28314
2023-11-07;MA033;34269
2023-11-07;MA037;14280
2023-11-07;MA039;10905
2023-11-07;MA040;14189
2023-11-07;MA041;14653
2023-11-07;MA042;48262
2023-11-07;MA043;47117
2023-11-07;MA044;15314
2023-11-07;MA045;22120
2023-11-07;MA046;3643
2023-11-07;MA047;25063
2023-11-07;MA048;27296
2023-11-07;MA049;37418
2023-11-07;MA050;23276
2023-11-07;MA051;12297
2023-11-07;MA052;25558
2023-11-07;MA053;16383
2023-11-07;MA054;14998
2023-11-07;MA055;8951
2023-11-07;MA056;31280
2023-11-07;MA057;8425
2023-11-07;MA058;33716
2023-11-07;MA059;25187
2023-11-07;MA061;3261
2023-11-07;MA062;47358
2023-11-07;MA063;46765
2023-11-07;MA064;4669
2023-11-07;MA065;40929
2023-11-07;MA066;32967
2023-11-07;MA067;41803
2023-11-07;MA068;30478
2023-11-07;MA069;7645
2023-11-07;MA070;13942
2023-11-07;MA071;25243
2023-11-07;MA072;39926
2023-11-07;MA073;9354
2023-11-07;MA076;11185
2023-11-07;MA077;29278
2023-11-07;MA078;41090
2023-11-08;MA002;27172
2023-11-08;MA004;12545
2023-11-08;MA005;9597
2023-11-08;MA007;6119
2023-11-08;MA009;41850
2023-11-08;MA010;28611
2023-11-08;MA011;13170
2023-11-08;MA014;46985
2023-11-08;MA015;39816
2023-11-08;MA017;5354
2023-11-08;MA019;36262
2023-11-08;MA020;20531
2023-11-08;MA021;23091
2023-11-08;MA022;42796
2023-11-08;MA025;23470
2023-11-08;MA026;18656
2023-11-08;MA029;3350
2023-11-08;MA030;1082
2023-11-08;MA031;37034
2023-11-08;MA032;19779
2023-11-08;MA033;7464
2023-11-08;MA037;40463
2023-11-08;MA039;32622
2023-11-08;MA040;14026
2023-11-08;MA041;9906
2023-11-08;MA042;19047
2023-11-08;MA043;2896
2023-11-08;MA044;14766
2023-11-08;MA045;11076
2023-11-08;MA046;26922
2023-11-08;MA047;6251
2023-11-08;MA048;30501
2023-11-08;MA049;10661
2023-11-08;MA050;4356
2023-11-08;MA051;8595
2023-11-08;MA052;3940
2023-11-08;MA053;3148
2023-11-08;MA054;3100
2023-11-08;MA055;36864
2023-11-08;MA056;37860
2023-11-08;MA057;39260
2023-11-08;MA058;39585
2023-11-08;MA059;40642
2023-11-08;MA061;42849
2023-11-08;MA062;419
2023-11-08;MA063;7185
2023-11-08;MA064;22470
2023-11-08;MA065;40888
2023-11-08;MA066;46060
2023-11-08;MA067;26209
2023-11-08;MA068;41683
2023-11-08;MA069;12062
2023-11-08;MA070;3833
2023-11-08;MA071;30725
2023-11-08;MA072;45367
2023-11-08;MA073;38214
2023-11-08;MA076;25716
2023-11-08;MA077;29252
2023-11-08;MA078;15705
2023-11-09;MA002;8094
2023-11-09;MA004;47837
2023-11-09;MA005;28939
2023-11-09;MA007;16199
2023-11-09;MA009;405
2023-11-09;MA010;16798
2023-11-09;MA011;33845
2023-11-09;MA014;13575
2023-11-09;MA015;47835
2023-11-09;MA017;28222
2023-11-09;MA019;44847
2023-11-09;MA020;19609
2023-11-09;MA021;37668
2023-11-09;MA022;44727
2023-11-09;MA025;30678
2023-11-09;MA026;41307
2023-11-09;MA029;25187
2023-11-09;MA030;49487
2023-11-09;MA031;40951
2023-11-09;MA032;31377
2023-11-09;MA033;39120
2023-11-09;MA037;10970
2023-11-09;MA039;9829
2023-11-09;MA040;373
2023-11-09;MA041;30104
2023-11-09;MA042;33688
2023-11-09;MA043;21217
2023-11-09;MA044;29094
2023-11-09;MA045;42963
2023-11-09;MA046;37807
2023-11-09;MA047;8201
2023-11-09;MA048;37542
2023-11-09;MA049;32388
2023-11-09;MA050;20040
2023-11-09;MA051;26048
2023-11-09;MA052;39365
2023-11-09;MA053;30905
2023-11-09;MA054;15257
2023-11-09;MA055;11976
2023-11-09;MA056;36559
2023-11-09;MA057;46277
2023-11-09;MA058;5364
2023-11-09;MA059;10013
2023-11-09;MA061;7749
2023-11-09;MA062;1868
2023-11-09;MA063;26155
2023-11-09;MA064;12787
2023-11-09;MA065;21924
2023-11-09;MA066;35027
2023-11-09;MA067;23116
2023-11-09;MA068;8961
2023-11-09;MA069;34350
2023-11-09;MA070;44641
2023-11-09;MA071;6198
2023-11-09;MA072;49358
2023-11-09;MA073;7250
2023-11-09;MA076;34281
2023-11-09;MA077;27260
2023-11-09;MA078;8172
2023-11-10;MA002;4626
2023-11-10;MA004;32923
2023-11-10;MA005;22229
2023-11-10;MA007;18992
2023-11-10;MA009;30681
2023-11-10;MA010;21023
2023-11-10;MA011;17592
2023-11-10;MA014;46226
2023-11-10;MA015;30846
2023-11-10;MA017;48251
2023-11-10;MA019;45167
2023-11-10;MA020;39159
2023-11-10;MA021;49643
2023-11-10;MA022;2090
2023-11-10;MA025;35159
2023-11-10;MA026;39632
2023-11-10;MA029;45536
2023-11-10;MA030;38665
2023-11-10;MA031;41505
2023-11-10;MA032;39200
2023-11-10;MA033;20326
2023-11-10;MA037;23903
2023-11-10;MA039;18761
2023-11-10;MA040;4069
2023-11-10;MA041;21361
2023-11-10;MA042;2419
2023-11-10;MA043;13070
2023-11-10;MA044;22046
2023-11-10;MA045;44616
2023-11-10;MA046;43696
2023-11-10;MA047;39175
2023-11-10;MA048;22662
2023-11-10;MA049;7888
2023-11-10;MA050;23326
2023-11-10;MA051;44421
2023-11-10;MA052;34739
2023-11-10;MA053;28672
2023-11-10;MA054;10581
2023-11-10;MA055;8389
2023-11-10;MA056;14555
2023-11-10;MA057;44637
2023-11-10;MA058;36025
2023-11-10;MA059;20766
2023-11-10;MA061;42366
2023-11-10;MA062;37644
2023-11-10;MA063;15101
2023-11-10;MA064;28715
2023-11-10;MA065;4246
2023-11-10;MA066;7329
2023-11-10;MA067;36410
2023-11-10;MA068;15331
2023-11-10;MA069;34659
2023-11-10;MA070;13030
2023-11-10;MA071;17794
2023-11-10;MA072;13041
2023-11-10;MA073;5056
2023-11-10;MA076;40075
2023-11-10;MA077;8168
2023-11-10;MA078;31097
2023-11-11;MA002;22053
2023-11-11;MA004;37512
2023-11-11;MA005;25000
2023-11-11;MA007;33034
2023-11-11;MA009;48315
2023-11-11;MA010;44871
2023-11-11;MA011;4275
2023-11-11;MA014;11157
2023-11-11;MA015;41966
2023-11-11;MA017;32181
2023-11-11;MA019;5020
2023-11-11;MA020;39923
2023-11-11;MA021;43706
2023-11-11;MA022;2619
2023-11-11;MA025;5708
2023-11-11;MA026;20715
2023-11-11;MA029;34458
2023-11-11;MA030;49147
2023-11-11;MA031;39545
2023-11-11;MA032;13589
2023-11-11;MA033;36322
2023-11-11;MA037;34410
2023-11-11;MA039;29067
2023-11-11;MA040;22823
2023-11-11;MA041;26223
2023-11-11;MA042;37862
2023-11-11;MA043;10145
2023-11-11;MA044;45888
2023-11-11;MA045;15760
2023-11-11;MA046;46900
2023-11-11;MA047;26503
2023-11-11;MA048;19445
2023-11-11;MA049;23736
2023-11-11;MA050;35600
2023-11-11;MA051;19123
2023-11-11;MA052;7431
2023-11-11;MA053;26346
2023-11-11;MA054;35599
2023-11-11;MA055;26662
2023-11-11;MA056;41783
2023-11-11;MA057;32477
2023-11-11;MA058;6249
2023-11-11;MA059;10797
2023-11-11;MA061;37328
2023-11-11;MA062;18352
2023-11-11;MA063;25286
2023-11-11;MA064;1567
2023-11-11;MA065;16648
2023-11-11;MA066;36652
2023-11-11;MA067;45646
2023-11-11;MA068;42036
2023-11-11;MA069;28066
2023-11-11;MA070;18846
2023-11-11;MA071;10102
2023-11-11;MA072;20008
2023-11-11;MA073;47456
2023-11-11;MA076;8068
2023-11-11;MA077;44435
2023-11-11;MA078;13082
2023-11-12;MA002;15688
2023-11-12;MA004;24791
2023-11-12;MA005;49018
2023-11-12;MA007;27587
2023-11-12;MA009;24683
2023-11-12;MA010;6759
2023-11-12;MA011;11318
2023-11-12;MA014;47347
2023-11-12;MA015;47964
2023-11-12;MA017;12703
2023-11-12;MA019;24480
2023-11-12;MA020;28548
2023-11-12;MA021;23536
2023-11-12;MA022;4673
2023-11-12;MA025;3941
2023-11-12;MA026;25600
2023-11-12;MA029;41395
2023-11-12;MA030;26185
2023-11-12;MA031;8514
2023-11-12;MA032;12495
2023-11-12;MA033;40079
2023-11-12;MA037;45787
2023-11-12;MA039;27249
2023-11-12;MA040;31107
2023-11-12;MA041;22063
2023-11-12;MA042;16427
2023-11-12;MA043;44842
2023-11-12;MA044;1659
2023-11-12;MA045;4841
2023-11-12;MA046;21230
2023-11-12;MA047;40394
2023-11-12;MA048;17799
2023-11-12;MA049;34607
2023-11-12;MA050;1244
2023-11-12;MA051;20581
2023-11-12;MA052;24584
2023-11-12;MA053;21212
2023-11-12;MA054;17441
2023-11-12;MA055;11187
2023-11-12;MA056;29607
2023-11-12;MA057;35920
2023-11-12;MA058;7920
2023-11-12;MA059;38844
2023-11-12;MA061;26302
2023-11-12;MA062;24199
2023-11-12;MA063;32953
2023-11-12;MA064;15772
2023-11-12;MA065;30743
2023-11-12;MA066;7871
2023-11-12;MA067;26332
2023-11-12;MA068;41250
2023-11-12;MA069;36693
2023-11-12;MA070;6875
2023-11-12;MA071;7389
2023-11-12;MA072;21768
2023-11-12;MA073;13671
2023-11-12;MA076;17601
2023-11-12;MA077;38364
2023-11-12;MA078;16956
2023-11-13;MA002;49311
2023-11-13;MA004;13632
2023-11-13;MA005;45073
2023-11-13;MA007;44632
2023-11-13;MA009;22177
2023-11-13;MA010;14280
2023-11-13;MA011;33834
2023-11-13;MA014;22742
2023-11-13;MA015;21241
2023-11-13;MA017;14921
2023-11-13;MA019;32757
2023-11-13;MA020;40328
2023-11-13;MA021;34764
2023-11-13;MA022;20697
2023-11-13;MA025;9371
2023-11-13;MA026;35072
2023-11-13;MA029;14655
2023-11-13;MA030;6936
2023-11-13;MA031;2881
2023-11-13;MA032;10883
2023-11-13;MA033;29197
2023-11-13;MA037;4929
2023-11-13;MA039;28641
2023-11-13;MA040;13004
2023-11-13;MA041;6508
2023-11-13;MA042;13027
2023-11-13;MA043;4600
2023-11-13;MA044;23136
2023-11-13;MA045;35480
2023-11-13;MA046;34917
2023-11-13;MA047;29998
2023-11-13;MA048;28415
2023-11-13;MA049;16076
2023-11-13;MA050;19903
2023-11-13;MA051;33368
2023-11-13;MA052;43959
2023-11-13;MA053;15300
2023-11-13;MA054;21630
2023-11-13;MA055;21898
2023-11-13;MA056;26312
2023-11-13;MA057;21914
2023-11-13;MA058;13568
2023-11-13;MA059;27105
2023-11-13;MA061;42985
2023-11-13;MA062;17346
2023-11-13;MA063;33888
2023-11-13;MA064;39773
2023-11-13;MA065;48194
2023-11-13;MA066;30571
2023-11-13;MA067;40798
2023-11-13;MA068;20105
2023-11-13;MA069;16450
2023-11-13;MA070;30501
2023-11-13;MA071;16341
2023-11-13;MA072;10539
2023-11-13;MA073;10313
2023-11-13;MA076;36674
2023-11-13;MA077;42261
2023-11-13;MA078;1624
2023-11-14;MA002;4334
2023-11-14;MA004;41207
2023-11-14;MA005;38536
2023-11-14;MA007;42472
2023-11-14;MA009;6519
2023-11-14;MA010;5085
2023-11-14;MA011;3412
2023-11-14;MA014;31572
2023-11-14;MA015;22986
2023-11-14;MA017;27857
2023-11-14;MA019;40591
2023-11-14;MA020;18276
2023-11-14;MA021;7374
2023-11-14;MA022;22970
2023-11-14;MA025;44130
2023-11-14;MA026;32984
2023-11-14;MA029;16947
2023-11-14;MA030;37978
2023-11-14;MA031;22442
2023-11-14;MA032;20883
2023-11-14;MA033;43806
2023-11-14;MA037;41702
2023-11-14;MA039;4549
2023-11-14;MA040;43588
2023-11-14;MA041;23648
2023-11-14;MA042;28216
2023-11-14;MA043;13238
2023-11-14;MA044;21671
2023-11-14;MA045;3674
2023-11-14;MA046;42408
2023-11-14;MA047;25806
2023-11-14;MA048;20716
2023-11-14;MA049;28810
2023-11-14;MA050;49719
2023-11-14;MA051;12217
2023-11-14;MA052;7585
2023-11-14;MA053;10037
2023-11-14;MA054;22478
2023-11-14;MA055;1333
2023-11-14;MA056;19221
2023-11-14;MA057;42369
2023-11-14;MA058;20127
2023-11-14;MA059;10985
2023-11-14;MA061;4448
2023-11-14;MA062;46187
2023-11-14;MA063;17101
2023-11-14;MA064;11158
2023-11-14;MA065;40579
2023-11-14;MA066;16395
2023-11-14;MA067;47061
2023-11-14;MA068;26645
2023-11-14;MA069;7545
2023-11-14;MA070;17398
2023-11-14;MA071;12207
2023-11-14;MA072;11839
2023-11-14;MA073;16480
2023-11-14;MA076;40028
2023-11-14;MA077;32874
2023-11-14;MA078;3536
2023-11-15;MA002;7059
2023-11-15;MA004;46813
2023-11-15;MA005;32791
2023-11-15;MA007;27371
2023-11-15;MA009;2679
2023-11-15;MA010;7516
2023-11-15;MA011;40652
2023-11-15;MA014;36258
2023-11-15;MA015;20303
2023-11-15;MA017;9856
2023-11-15;MA019;21281
2023-11-15;MA020;1374
2023-11-15;MA021;23890
2023-11-15;MA022;37390
2023-11-15;MA025;32786
2023-11-15;MA026;35595
2023-11-15;MA029;730
2023-11-15;MA030;21341
2023-11-15;MA031;22028
2023-11-15;MA032;12905
2023-11-15;MA033;44669
2023-11-15;MA037;3969
2023-11-15;MA039;11328
2023-11-15;MA040;2186
2023-11-15;MA041;8407
2023-11-15;MA042;34080
2023-11-15;MA043;32350
2023-11-15;MA044;42651
2023-11-15;MA045;39775
2023-11-15;MA046;18630
2023-11-15;MA047;12853
